TEAM,CONF,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,SEED,YEAR,WIN_PCT
Norfolk St.,MEAC,94.6,108.3,0.1732,49.4,50.0,21.1,20.2,31.6,29.8,31.3,43.1,46.1,47.3,37.0,35.7,70.0,,2018,0.4666666666666667
North Carolina A&T,MEAC,96.8,111.9,0.1585,51.2,51.5,19.5,18.0,27.8,28.6,37.5,31.5,54.3,52.5,30.3,33.1,70.1,,2018,0.6060606060606061
Savannah St.,MEAC,99.7,114.3,0.1709,48.1,56.6,16.7,20.9,26.7,35.8,29.3,30.8,51.5,58.0,30.2,36.2,83.4,,2018,0.5
South Carolina St.,MEAC,96.1,119.2,0.0779,46.7,56.5,18.5,18.9,29.4,32.8,35.9,33.6,45.7,57.8,32.7,36.3,71.9,,2018,0.3333333333333333
Bethune Cookman,MEAC,93.0,104.8,0.2017,48.3,47.8,21.5,19.7,33.5,31.5,37.1,36.6,48.3,48.7,32.4,30.9,73.3,,2019,0.4827586206896552
Coppin St.,MEAC,87.5,109.2,0.0724,45.5,50.2,23.3,16.7,26.0,28.9,37.7,33.6,47.7,47.1,28.6,36.5,71.7,,2019,0.24242424242424243
Delaware St.,MEAC,84.3,112.2,0.0358,40.0,52.4,19.0,18.9,27.8,31.6,25.5,39.2,37.7,52.6,29.0,34.7,71.6,,2019,0.20689655172413793
Florida A&M,MEAC,88.2,101.4,0.1673,49.1,48.5,24.6,21.7,27.9,32.4,31.1,40.5,46.9,50.4,36.4,30.2,66.4,,2019,0.41379310344827586
Howard,MEAC,101.5,114.1,0.2077,48.5,51.8,16.8,19.8,29.2,33.4,33.8,37.8,45.5,50.8,36.8,35.5,72.5,,2019,0.5483870967741935
Maryland Eastern Shore,MEAC,85.7,114.4,0.0346,43.5,54.4,20.7,19.0,22.8,31.7,28.3,36.6,44.5,53.2,27.9,37.3,64.5,,2019,0.23333333333333334
Morgan St.,MEAC,91.8,111.4,0.097,43.7,53.4,17.9,23.9,31.8,35.2,34.3,39.9,41.5,52.4,33.1,36.7,73.6,,2019,0.32142857142857145
Norfolk St.,MEAC,96.7,104.7,0.2862,49.6,49.2,20.3,20.7,27.4,28.9,38.2,42.6,46.1,48.0,37.0,33.9,70.2,,2019,0.6666666666666666
North Carolina A&T,MEAC,95.2,106.8,0.2117,51.1,48.8,19.4,20.7,27.1,34.7,31.1,32.0,51.0,49.5,34.1,31.7,67.3,,2019,0.6333333333333333
Savannah St.,MEAC,94.6,117.1,0.0791,48.0,53.8,19.9,19.3,28.0,34.6,25.2,33.3,53.7,53.5,29.2,36.1,77.7,,2019,0.36666666666666664
South Carolina St.,MEAC,97.3,117.8,0.0991,47.2,56.4,20.8,20.4,31.6,30.2,39.7,40.0,46.5,57.1,32.4,36.9,68.3,,2019,0.25
Bradley,MVC,91.9,98.1,0.322,42.3,50.3,20.4,21.9,32.0,29.0,37.8,46.2,40.7,47.2,30.1,36.9,62.4,,2015,0.25
Drake,MVC,104.0,110.9,0.3239,52.1,54.9,22.3,16.9,23.3,32.0,34.0,30.5,47.4,53.2,40.6,38.5,59.5,,2015,0.26666666666666666
Evansville,MVC,104.0,99.7,0.6211,52.1,49.4,19.3,19.9,25.8,28.0,44.3,31.4,51.8,47.5,35.4,35.5,66.4,,2015,0.6571428571428571
Illinois St.,MVC,106.2,94.5,0.7929,48.4,47.0,19.9,20.5,36.2,29.3,34.8,40.3,46.8,45.9,34.4,32.8,65.4,,2015,0.6176470588235294
Indiana St.,MVC,100.5,100.4,0.503,49.4,48.6,20.9,20.8,26.4,31.7,42.3,37.6,46.6,44.7,35.7,38.6,67.3,,2015,0.4666666666666667
Loyola Chicago,MVC,103.8,101.3,0.5708,53.3,49.2,21.0,20.2,28.7,32.1,33.3,30.2,50.6,50.1,39.3,31.8,61.4,,2015,0.6285714285714286
Missouri St.,MVC,96.5,104.4,0.2884,45.4,49.6,19.5,16.4,29.7,30.0,31.7,36.8,44.5,46.6,31.4,36.9,61.9,,2015,0.3103448275862069
Southern Illinois,MVC,98.1,100.5,0.4297,45.7,51.4,20.8,21.3,31.4,26.2,41.0,40.8,44.3,48.2,33.3,38.1,62.8,,2015,0.34375
Bradley,MVC,86.1,100.9,0.1393,43.0,49.7,25.4,17.0,24.9,26.7,38.3,52.2,43.9,48.7,27.7,34.5,68.1,,2016,0.12903225806451613
Drake,MVC,102.9,111.6,0.2819,50.7,51.9,20.5,14.6,25.5,27.8,33.6,30.5,47.2,49.6,38.2,37.7,66.3,,2016,0.2
Evansville,MVC,105.7,97.3,0.7216,53.4,45.9,18.2,18.4,24.5,25.0,46.9,29.4,53.2,44.4,35.9,32.6,69.5,,2016,0.7272727272727273
Illinois St.,MVC,103.3,98.0,0.646,47.7,48.4,18.5,20.5,30.0,28.2,30.9,38.4,46.2,48.7,33.3,31.9,68.3,,2016,0.5483870967741935
Indiana St.,MVC,97.3,99.3,0.4422,44.7,47.2,18.6,17.8,27.3,25.8,41.5,43.9,44.7,46.5,29.9,32.4,71.2,,2016,0.45161290322580644
Loyola Chicago,MVC,100.3,100.2,0.5024,48.3,49.6,18.9,22.2,22.5,30.6,32.5,36.4,45.9,48.2,35.3,34.9,65.7,,2016,0.45161290322580644
Missouri St.,MVC,100.1,104.8,0.3708,46.1,51.5,18.6,17.6,28.0,28.1,39.3,34.1,45.3,49.1,32.0,37.2,69.8,,2016,0.3870967741935484
Southern Illinois,MVC,105.0,102.5,0.5679,51.1,50.9,19.4,21.3,31.7,25.6,39.3,44.9,51.0,52.6,34.3,31.8,70.5,,2016,0.6875
Bradley,MVC,96.5,102.1,0.3409,48.5,48.9,21.9,18.4,26.3,29.4,42.1,40.9,46.1,46.8,35.3,34.7,69.0,,2017,0.40625
Drake,MVC,102.6,110.0,0.3099,48.1,53.1,17.6,17.6,26.8,31.5,29.1,30.7,45.3,52.0,34.6,36.8,71.0,,2017,0.2413793103448276
Evansville,MVC,105.9,102.2,0.6012,48.8,49.6,17.9,18.5,27.1,27.1,45.8,40.9,47.2,47.9,36.9,34.9,68.0,,2017,0.5161290322580645
Illinois St.,MVC,107.5,92.2,0.8529,51.4,44.0,18.6,19.0,30.4,28.5,29.9,32.6,48.6,41.1,37.0,32.5,66.2,,2017,0.8235294117647058
Indiana St.,MVC,98.4,100.5,0.4415,47.8,47.9,17.8,17.8,22.4,29.3,30.8,42.8,45.8,44.2,33.9,37.3,71.1,,2017,0.36666666666666664
Loyola Chicago,MVC,107.3,100.9,0.6691,55.3,51.8,17.3,20.9,20.6,25.8,30.8,33.5,53.5,49.6,38.9,37.3,67.1,,2017,0.6
Missouri St.,MVC,108.5,105.3,0.5859,51.0,50.4,18.4,16.2,32.9,24.6,33.8,33.0,48.8,49.2,36.2,35.0,67.4,,2017,0.53125
Northern Iowa,MVC,96.8,96.6,0.5052,46.7,50.5,17.3,20.9,17.7,28.3,34.2,26.0,45.3,47.6,32.3,36.8,64.7,,2017,0.4827586206896552
Southern Illinois,MVC,102.1,103.1,0.4711,47.7,52.2,17.6,20.3,29.5,31.4,35.4,33.6,47.9,48.2,31.6,39.4,66.8,,2017,0.53125
Bradley,MVC,103.9,99.7,0.6155,48.9,47.7,20.0,20.3,31.3,29.0,37.8,35.6,46.6,46.2,35.6,33.3,67.0,,2018,0.625
Drake,MVC,105.6,103.8,0.5496,50.4,51.6,17.2,16.9,23.6,27.9,32.3,24.5,48.4,52.3,35.6,33.6,69.3,,2018,0.5151515151515151
Evansville,MVC,97.6,95.4,0.5674,48.7,49.8,20.9,20.9,23.9,26.1,34.6,32.9,44.5,48.5,39.8,34.4,66.7,,2018,0.5666666666666667
Illinois St.,MVC,104.4,102.5,0.5537,49.8,49.0,18.9,18.1,26.0,31.5,33.8,38.3,49.4,50.3,33.6,31.3,70.1,,2018,0.5625
Indiana St.,MVC,103.2,101.4,0.5506,49.5,51.4,20.1,19.8,27.6,23.6,34.1,42.1,46.5,50.1,35.9,35.7,71.1,,2018,0.4482758620689655
Missouri St.,MVC,108.3,103.6,0.6271,49.4,47.5,17.4,14.8,33.1,25.8,27.3,30.4,49.4,46.0,32.9,33.5,66.7,,2018,0.5625
Northern Iowa,MVC,103.6,97.3,0.6732,48.5,49.8,17.5,17.0,24.5,22.1,31.3,25.6,47.3,46.4,33.5,37.0,63.7,,2018,0.5333333333333333
Southern Illinois,MVC,104.4,102.8,0.5446,52.2,50.5,18.7,19.9,25.9,29.0,32.4,34.1,51.5,50.9,35.7,33.3,67.9,,2018,0.625
Valparaiso,MVC,101.5,101.5,0.502,50.8,48.5,21.2,19.5,26.7,28.0,36.7,44.1,50.5,48.6,34.1,32.2,70.9,,2018,0.5
Drake,MVC,106.2,101.2,0.6349,53.3,48.7,19.1,16.8,24.3,26.0,32.6,29.4,53.2,50.8,35.7,30.0,70.6,,2019,0.75
Evansville,MVC,98.1,105.6,0.3008,49.4,50.0,18.5,17.1,18.9,26.2,37.5,37.5,47.9,49.0,34.2,34.8,71.0,,2019,0.36666666666666664
Illinois St.,MVC,100.1,103.8,0.3973,49.1,51.3,18.4,18.2,26.0,26.1,28.6,32.8,49.1,51.5,32.7,34.0,68.2,,2019,0.53125
Indiana St.,MVC,101.1,104.3,0.413,48.6,51.5,18.6,19.4,23.7,27.2,35.8,38.0,46.7,52.1,35.6,33.7,70.2,,2019,0.5172413793103449
Loyola Chicago,MVC,104.2,98.2,0.6644,55.1,51.1,18.8,20.5,19.9,21.7,32.0,23.9,55.0,48.7,36.7,36.6,64.2,,2019,0.6060606060606061
Missouri St.,MVC,101.7,102.5,0.4781,51.2,53.5,18.2,21.8,25.4,25.3,36.9,35.0,51.4,49.4,33.9,40.3,67.4,,2019,0.5161290322580645
Northern Iowa,MVC,100.4,101.0,0.4827,48.9,51.1,17.9,18.2,23.2,23.1,27.6,32.4,46.2,51.0,35.0,34.2,65.6,,2019,0.5
Southern Illinois,MVC,102.0,102.2,0.4934,52.8,49.6,21.0,19.1,28.8,29.2,32.0,25.6,51.2,47.6,37.4,35.1,67.2,,2019,0.53125
Valparaiso,MVC,96.7,101.5,0.3647,48.9,49.9,20.3,18.9,26.7,27.1,32.1,31.7,50.1,49.8,31.0,33.4,66.4,,2019,0.4838709677419355
Air Force,MWC,105.0,110.2,0.366,53.6,53.0,19.2,20.2,29.6,32.6,30.8,35.5,53.9,51.5,35.4,36.6,61.6,,2015,0.41379310344827586
Colorado St.,MWC,110.0,98.4,0.7826,50.1,48.7,16.1,18.0,34.1,25.4,41.9,33.3,49.0,45.7,34.8,36.2,67.1,,2015,0.7878787878787878
Fresno St.,MWC,100.6,103.8,0.4111,47.1,49.4,17.2,20.3,25.9,32.7,38.8,44.3,47.2,48.0,31.3,34.8,65.3,,2015,0.43333333333333335
Nevada,MWC,95.3,104.2,0.265,40.8,47.6,21.9,15.7,39.8,31.9,39.9,40.7,41.4,45.7,25.8,34.1,64.1,,2015,0.2413793103448276
New Mexico,MWC,99.0,97.0,0.5607,47.9,46.7,20.2,18.6,33.3,26.1,38.4,32.8,48.6,46.4,30.8,31.4,62.8,,2015,0.4838709677419355
San Jose St.,MWC,86.2,107.1,0.0757,41.0,54.0,21.6,17.8,24.1,31.8,29.1,42.9,38.7,51.8,29.4,38.8,64.6,,2015,0.0
UNLV,MWC,106.5,99.4,0.6903,50.2,45.3,17.3,16.2,26.7,32.4,32.7,29.9,48.0,42.0,36.1,35.1,65.7,,2015,0.53125
Utah St.,MWC,105.8,101.6,0.6138,52.4,45.8,16.3,17.0,21.7,34.0,36.4,29.1,48.5,46.3,39.4,29.9,64.1,,2015,0.5666666666666667
Air Force,MWC,98.1,105.4,0.306,48.0,51.8,18.8,19.4,24.3,28.1,39.6,37.2,47.0,51.3,33.4,34.9,67.9,,2016,0.4
Boise St.,MWC,108.2,99.7,0.719,51.7,52.0,16.4,20.2,27.2,25.5,40.9,36.8,53.7,50.9,32.6,36.0,70.3,,2016,0.6
Colorado St.,MWC,111.3,109.1,0.5567,49.9,52.1,16.3,14.1,33.0,25.1,42.3,35.1,46.5,51.4,36.2,35.4,68.9,,2016,0.5
Nevada,MWC,100.8,97.7,0.5864,45.5,46.1,17.6,17.3,30.7,30.3,43.2,39.6,46.3,44.9,29.1,32.3,72.2,,2016,0.6111111111111112
New Mexico,MWC,108.2,101.3,0.6809,52.0,48.5,21.0,17.0,30.5,28.6,43.9,37.1,51.0,48.4,36.3,32.5,71.8,,2016,0.53125
San Diego St.,MWC,104.0,90.3,0.8366,47.2,42.5,18.4,18.0,33.9,27.2,42.5,31.3,46.3,41.6,32.6,29.4,65.9,,2016,0.7222222222222222
San Jose St.,MWC,96.3,102.4,0.329,46.8,49.6,19.2,17.2,27.1,29.7,38.5,47.5,48.2,47.9,29.8,35.4,70.6,,2016,0.21428571428571427
UNLV,MWC,103.2,98.0,0.644,49.7,47.1,18.9,19.5,28.3,30.6,40.9,40.1,50.1,46.1,32.8,32.7,73.6,,2016,0.5161290322580645
Utah St.,MWC,110.3,106.1,0.6086,52.2,51.1,17.5,16.5,29.2,28.7,33.6,33.2,49.2,50.1,37.9,35.2,67.7,,2016,0.4827586206896552
Wyoming,MWC,108.3,108.0,0.5092,53.4,50.1,17.0,15.8,18.1,30.4,45.9,39.1,50.8,48.4,37.2,35.4,65.6,,2016,0.4
Air Force,MWC,103.1,107.3,0.3854,49.8,54.6,17.9,17.5,26.5,24.6,37.4,32.6,47.0,54.4,36.2,36.6,68.4,,2017,0.3870967741935484
Boise St.,MWC,109.1,101.4,0.6986,51.8,48.3,17.9,16.6,27.7,26.5,40.5,41.9,51.5,47.1,34.8,34.2,70.5,,2017,0.6451612903225806
Colorado St.,MWC,108.3,100.2,0.7076,48.3,46.8,16.1,16.9,31.3,28.8,38.2,31.8,46.6,46.6,34.1,31.4,67.8,,2017,0.7058823529411765
Fresno St.,MWC,103.5,96.8,0.6844,50.8,48.5,18.8,20.6,27.2,27.5,40.5,46.2,49.5,47.2,35.6,33.6,69.8,,2017,0.6451612903225806
New Mexico,MWC,105.2,100.7,0.6232,50.2,50.6,18.4,19.0,27.0,27.8,46.0,37.7,50.7,47.5,32.7,36.9,70.4,,2017,0.5483870967741935
San Diego St.,MWC,103.2,93.4,0.7587,47.5,44.8,17.5,19.0,30.5,29.1,35.3,32.4,47.5,42.9,31.6,32.1,66.1,,2017,0.59375
San Jose St.,MWC,99.7,104.0,0.3794,48.6,51.8,18.2,18.9,24.9,26.1,36.1,40.3,47.7,52.0,33.7,34.3,72.1,,2017,0.5
UNLV,MWC,97.4,104.1,0.3186,45.1,51.6,18.0,16.5,28.9,27.5,37.5,28.6,43.5,48.9,32.0,37.8,70.1,,2017,0.34375
Utah St.,MWC,105.7,103.2,0.5663,52.5,49.2,18.2,15.8,24.9,26.8,35.1,33.7,50.0,47.7,38.0,34.5,68.1,,2017,0.5
Wyoming,MWC,104.4,101.4,0.5851,51.6,46.2,17.7,16.2,22.7,27.7,37.5,39.4,50.7,45.7,35.1,31.4,74.2,,2017,0.6388888888888888
Air Force,MWC,99.8,105.0,0.3596,47.6,54.9,18.8,20.6,27.4,28.8,32.0,33.3,46.8,51.3,32.5,39.7,66.9,,2018,0.41379310344827586
Boise St.,MWC,109.2,96.3,0.8087,53.8,48.8,18.9,16.4,29.3,18.4,31.0,29.5,52.0,48.4,37.5,33.0,70.1,,2018,0.7419354838709677
Colorado St.,MWC,102.0,107.0,0.3659,47.5,53.7,18.8,17.4,30.6,28.1,33.8,35.9,46.4,53.7,33.0,35.8,71.0,,2018,0.3548387096774194
Fresno St.,MWC,108.5,98.0,0.7631,54.5,49.6,17.4,18.8,26.6,24.6,38.4,39.0,52.7,46.7,39.0,36.8,67.7,,2018,0.7
New Mexico,MWC,113.2,106.1,0.6778,53.5,54.8,16.8,22.0,26.1,31.0,34.6,39.9,51.4,53.7,37.1,38.1,72.2,,2018,0.5757575757575758
San Jose St.,MWC,95.5,106.9,0.213,48.6,53.2,23.6,14.9,27.8,24.8,34.2,30.8,46.2,53.3,36.2,35.4,68.3,,2018,0.13793103448275862
UNLV,MWC,110.4,104.1,0.6637,53.5,48.7,19.1,15.5,34.5,29.9,43.4,26.2,54.8,46.7,33.4,35.2,73.8,,2018,0.6060606060606061
Utah St.,MWC,106.1,103.8,0.5631,53.2,51.9,18.8,17.6,25.4,26.4,33.2,33.3,52.5,50.7,36.0,36.0,68.0,,2018,0.5151515151515151
Wyoming,MWC,104.6,101.2,0.5944,52.1,51.0,17.6,19.1,19.5,25.7,41.2,37.8,52.7,48.6,34.2,37.0,74.5,,2018,0.625
Air Force,MWC,99.7,106.1,0.3295,51.3,53.6,19.3,17.8,23.2,24.1,28.3,28.6,53.1,53.6,32.3,35.7,67.8,,2019,0.45161290322580644
Boise St.,MWC,107.6,102.4,0.6404,53.9,51.8,17.3,18.5,23.5,24.4,31.8,33.6,54.7,52.0,35.2,34.3,66.9,,2019,0.40625
Colorado St.,MWC,106.5,107.9,0.462,54.4,53.1,17.0,16.2,23.9,27.1,31.9,29.5,55.5,53.5,35.2,35.0,68.5,,2019,0.3870967741935484
Fresno St.,MWC,107.0,99.1,0.7076,54.5,48.5,18.2,19.5,27.4,25.4,30.2,35.0,51.9,50.2,38.2,30.7,69.2,,2019,0.7419354838709677
New Mexico,MWC,102.6,104.8,0.4392,49.5,51.6,19.4,18.3,29.3,28.6,39.3,37.1,47.8,50.8,34.4,35.5,74.1,,2019,0.45161290322580644
San Diego St.,MWC,102.3,96.8,0.6533,49.9,48.2,18.3,18.8,28.9,28.4,35.2,33.3,47.9,47.2,35.6,33.0,68.0,,2019,0.6363636363636364
San Jose St.,MWC,92.7,112.5,0.0972,46.0,56.1,21.9,15.4,27.4,28.7,34.8,26.9,44.1,56.3,33.0,37.3,71.0,,2019,0.13333333333333333
UNLV,MWC,104.5,105.3,0.4773,49.5,51.0,18.6,17.6,35.5,27.7,34.9,31.6,48.8,49.7,33.7,35.7,69.1,,2019,0.5483870967741935
Wyoming,MWC,94.2,106.6,0.1954,49.1,51.7,19.9,17.4,15.9,28.8,39.1,34.4,47.1,51.6,34.5,34.6,69.9,,2019,0.25806451612903225
Bryant,NEC,102.1,108.8,0.3266,48.8,48.3,18.3,16.6,29.5,32.0,32.8,35.9,46.9,48.9,34.6,31.5,63.6,,2015,0.5161290322580645
Central Connecticut,NEC,91.3,111.3,0.0926,44.6,51.4,21.3,15.8,30.9,32.8,28.6,23.9,43.2,51.2,32.2,34.5,63.8,,2015,0.16129032258064516
Fairleigh Dickinson,NEC,95.0,111.4,0.1376,46.5,52.3,18.6,23.2,27.6,40.4,34.2,51.8,45.5,52.5,32.1,34.7,67.5,,2015,0.25
LIU Brooklyn,NEC,95.2,104.8,0.2502,44.9,48.4,19.6,18.2,31.3,31.0,39.8,35.6,42.8,49.8,32.4,30.4,67.5,,2015,0.4
Mount St. Mary's,NEC,96.1,102.0,0.3345,47.2,49.6,19.0,21.3,30.6,32.4,30.4,35.6,45.5,48.5,33.0,34.8,62.8,,2015,0.5
Sacred Heart,NEC,100.2,108.6,0.2837,49.6,49.2,19.4,18.4,33.9,32.7,35.9,33.6,50.3,47.7,32.0,34.7,69.1,,2015,0.45161290322580644
St. Francis NY,NEC,100.2,102.4,0.4396,46.3,47.4,19.8,20.2,39.6,28.8,40.9,40.2,47.5,44.7,29.1,36.7,65.0,,2015,0.6470588235294118
St. Francis PA,NEC,97.9,101.8,0.3892,50.1,49.5,19.4,20.6,25.7,31.4,34.6,30.1,50.3,50.0,33.1,32.4,63.1,,2015,0.4838709677419355
Wagner,NEC,96.1,110.1,0.1737,44.6,53.4,20.1,19.8,37.2,30.3,33.9,53.3,44.0,51.7,30.6,37.7,67.6,,2015,0.3103448275862069
Bryant,NEC,93.3,113.1,0.098,47.3,51.5,19.9,16.0,26.2,33.5,26.9,31.6,46.9,53.1,32.0,32.7,68.2,,2016,0.23333333333333334
Central Connecticut,NEC,92.5,118.0,0.057,44.8,53.4,19.9,14.8,29.9,30.2,31.1,30.6,42.3,53.2,34.2,35.9,68.4,,2016,0.13793103448275862
LIU Brooklyn,NEC,100.2,111.3,0.23,47.9,50.9,18.4,19.7,32.2,31.1,41.4,38.0,49.5,48.8,29.7,37.0,73.0,,2016,0.5161290322580645
Mount St. Mary's,NEC,92.1,100.9,0.2579,45.8,50.2,17.2,24.6,25.3,33.7,30.6,40.4,44.8,50.1,31.7,33.7,69.8,,2016,0.42424242424242425
Robert Morris,NEC,90.4,104.9,0.1545,46.6,49.4,20.4,22.0,26.1,34.7,35.5,32.9,49.6,48.9,27.6,33.5,69.1,,2016,0.3125
Sacred Heart,NEC,98.0,112.1,0.1772,48.4,51.1,20.2,18.0,33.4,32.4,38.7,39.4,49.2,49.6,31.1,35.9,72.2,,2016,0.4
St. Francis NY,NEC,92.3,104.9,0.1859,45.9,46.6,20.4,18.6,32.2,30.2,36.1,34.9,46.2,45.6,30.3,33.1,66.4,,2016,0.45161290322580644
St. Francis PA,NEC,99.6,113.2,0.1867,48.3,50.8,18.5,16.4,31.5,30.8,38.5,29.9,45.3,52.3,35.8,32.1,67.0,,2016,0.41379310344827586
Wagner,NEC,99.6,101.4,0.449,47.6,46.8,19.6,20.7,36.9,27.5,32.6,44.3,46.4,45.6,33.6,32.7,66.7,,2016,0.6666666666666666
Bryant,NEC,100.1,111.6,0.2223,49.7,51.5,18.8,17.6,29.2,30.6,32.8,37.4,49.2,52.1,33.7,33.6,70.5,,2017,0.3870967741935484
Central Connecticut,NEC,92.5,113.3,0.089,46.7,54.0,21.2,20.2,31.5,32.5,33.3,34.6,44.6,52.2,35.1,38.0,66.5,,2017,0.20689655172413793
Fairleigh Dickinson,NEC,101.3,111.0,0.2584,49.5,51.8,18.9,19.4,27.4,34.2,36.1,44.0,49.8,51.9,32.7,34.4,70.6,,2017,0.3793103448275862
LIU Brooklyn,NEC,99.3,106.7,0.3027,48.5,49.5,20.9,19.5,36.4,28.9,38.8,37.1,47.0,47.6,34.8,35.4,68.3,,2017,0.6451612903225806
Robert Morris,NEC,91.5,99.0,0.2879,45.1,48.4,21.5,23.7,29.3,31.3,41.3,42.5,43.8,50.0,31.9,29.8,70.2,,2017,0.42424242424242425
Sacred Heart,NEC,97.2,108.4,0.2221,49.5,52.8,22.0,19.5,30.9,27.1,35.0,33.3,49.2,50.5,33.5,37.9,72.7,,2017,0.40625
St. Francis NY,NEC,86.7,111.6,0.0519,41.0,52.7,17.4,20.0,27.9,33.4,31.8,46.9,40.1,52.2,28.2,36.0,68.5,,2017,0.13333333333333333
St. Francis PA,NEC,101.5,109.1,0.3027,52.8,50.4,20.7,18.7,29.7,32.4,29.6,23.9,50.4,47.3,38.1,36.9,71.4,,2017,0.5151515151515151
Wagner,NEC,99.8,107.6,0.2955,47.6,47.6,21.4,18.5,40.1,30.9,34.7,38.9,47.1,46.0,32.5,33.5,64.4,,2017,0.5517241379310345
Bryant,NEC,98.3,119.8,0.0936,47.9,57.6,18.2,17.9,26.2,34.1,27.8,33.0,45.5,55.4,34.4,40.5,71.3,,2018,0.0967741935483871
Central Connecticut,NEC,97.0,109.9,0.1926,51.0,51.2,21.8,16.6,31.1,28.3,32.6,30.1,51.8,48.9,32.9,36.4,65.9,,2018,0.4375
Fairleigh Dickinson,NEC,101.7,112.7,0.2334,49.8,51.6,19.2,19.3,30.3,35.0,30.8,35.9,49.3,50.1,33.9,36.0,71.7,,2018,0.4482758620689655
Mount St. Mary's,NEC,102.8,109.5,0.3262,54.1,51.7,16.2,20.2,20.5,35.4,29.1,27.3,52.3,51.6,37.3,34.6,66.0,,2018,0.6
Robert Morris,NEC,93.2,102.1,0.2596,47.4,50.5,20.9,22.3,31.2,31.2,34.3,36.2,45.9,51.1,33.2,32.8,70.6,,2018,0.48484848484848486
Sacred Heart,NEC,95.6,108.4,0.1908,48.5,50.9,21.5,14.6,32.5,22.6,30.0,33.0,50.3,50.9,29.9,33.9,69.6,,2018,0.3333333333333333
St. Francis NY,NEC,97.6,111.0,0.1851,48.7,53.2,17.7,20.9,26.2,31.9,30.4,45.1,46.4,54.1,34.6,34.1,70.3,,2018,0.4482758620689655
St. Francis PA,NEC,104.1,110.2,0.3424,52.8,53.6,16.5,18.6,25.7,31.1,33.5,23.4,51.2,53.8,37.0,35.5,69.7,,2018,0.6206896551724138
Wagner,NEC,101.8,104.6,0.4236,49.8,49.0,19.7,20.4,35.8,28.6,34.2,46.7,47.0,45.8,36.0,36.2,68.8,,2018,0.7419354838709677
Bryant,NEC,98.5,114.5,0.15,49.0,54.9,18.4,18.6,26.6,30.2,36.8,35.4,49.2,52.8,32.5,38.8,69.3,,2019,0.3333333333333333
Central Connecticut,NEC,95.1,111.6,0.1373,47.0,53.0,19.8,18.1,29.6,29.9,34.1,37.2,45.8,51.5,32.8,36.6,70.5,,2019,0.3793103448275862
LIU Brooklyn,NEC,97.3,104.9,0.2955,50.7,48.2,20.1,18.5,28.3,29.5,34.4,35.4,50.3,47.7,34.1,32.8,72.3,,2019,0.5161290322580645
Mount St. Mary's,NEC,94.6,108.8,0.1679,47.9,52.1,19.0,17.8,25.1,31.5,33.9,34.8,48.7,51.1,31.2,35.8,68.7,,2019,0.3103448275862069
Robert Morris,NEC,95.2,104.5,0.2547,48.8,52.2,21.0,22.2,30.1,27.8,32.2,38.5,47.3,52.2,34.1,34.7,67.6,,2019,0.5454545454545454
Sacred Heart,NEC,102.3,110.8,0.2865,51.7,51.8,19.9,16.5,31.8,27.0,38.1,31.3,51.1,49.3,35.2,37.3,73.4,,2019,0.4838709677419355
St. Francis NY,NEC,95.5,104.4,0.2646,48.5,48.9,17.6,19.2,26.9,28.5,28.6,39.3,47.3,49.0,33.5,32.4,69.6,,2019,0.5483870967741935
St. Francis PA,NEC,104.9,112.3,0.3115,48.8,53.8,17.4,16.9,33.4,28.6,35.0,31.8,46.5,54.9,35.3,34.8,69.6,,2019,0.5806451612903226
Wagner,NEC,92.8,106.4,0.1715,44.0,51.1,20.8,19.8,33.4,28.9,33.8,46.5,43.1,49.9,30.1,35.2,65.1,,2019,0.4642857142857143
Austin Peay,OVC,93.1,107.1,0.1662,44.5,54.9,20.8,20.3,31.8,29.2,41.6,38.4,44.2,53.2,30.1,38.6,67.2,,2015,0.21428571428571427
Eastern Illinois,OVC,97.7,104.9,0.3043,51.0,48.8,19.0,18.9,23.4,34.3,33.4,31.4,47.8,47.2,37.4,34.4,63.4,,2015,0.5161290322580645
Eastern Kentucky,OVC,103.4,101.8,0.5439,53.9,53.5,17.9,26.9,21.6,34.8,32.2,35.0,54.9,49.9,35.1,39.2,64.0,,2015,0.6129032258064516
Jacksonville St.,OVC,92.6,106.1,0.1734,43.0,51.1,18.5,19.2,28.7,34.5,37.6,39.0,42.3,50.0,29.5,35.7,63.8,,2015,0.3448275862068966
Morehead St.,OVC,102.5,101.0,0.5408,49.3,49.1,20.1,21.2,34.7,28.2,34.7,55.2,48.4,48.4,34.0,33.7,65.7,,2015,0.46875
Murray St.,OVC,114.1,102.2,0.78,54.3,46.8,17.1,18.7,35.9,32.5,41.2,36.6,52.6,44.9,38.3,33.7,67.0,,2015,0.8181818181818182
SIU Edwardsville,OVC,95.3,103.1,0.2875,48.7,49.3,20.3,19.8,28.8,31.9,37.4,37.0,45.3,46.9,36.9,36.1,66.6,,2015,0.38461538461538464
Southeast Missouri St.,OVC,101.8,105.7,0.3946,48.9,50.2,19.2,19.3,32.2,31.6,36.4,41.8,48.1,46.2,33.7,39.2,66.2,,2015,0.39285714285714285
Tennessee Martin,OVC,106.3,106.8,0.4873,53.4,50.8,18.6,15.4,30.0,25.8,31.4,28.8,50.0,49.4,39.4,35.4,62.5,,2015,0.59375
